annualized_return,annualized_turnover,average_exposure,buy_and_hold_total_return_proxy,canceled_orders_at_end,candidate_id,context_start_index,cost_multiplier,eligible_for_selection,evaluation_end,evaluation_end_index_exclusive,evaluation_start,evaluation_start_index,event_count,event_digest,excess_return_vs_total_return_proxy,execution_price_buffer_bps,fast_window,fill_count,final_cash,fold_id,headline_benchmark,invested_fraction,maximum_drawdown,negative_cash,open_position_at_end,open_round_trips,pending_orders_at_end,profit_factor,protocol_id,risk_halt_reason,risk_halted,round_trip_trades,run_id,scenario,slow_window,stage,symbol,time_in_market,total_return,trade_expectancy,trade_win_rate,trial_id
0.25649071784433364,1.6655092925552781,0.8615030244117677,0.1507723352120361,0,candidate_ed19347c27f75d13ae7341221378c23b,0,1,True,2018-01-31T14:30:00+00:00,630,2017-08-02T13:30:00+00:00,504,126,8d65028754e6d0d0093e88baea462d44b1d4d776a37e34ec087972be3cb3cdb9,-0.030245422393305525,1000,100,2,13669.593412,walk-forward-fold_3556d4dfcfb25e899d2f147d6fd56b91,adjusted_close_total_return_proxy,0.95,-0.01797668071381052,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_dc648ae756c658e28092995a4a99fbb4,base,200,validation,SPY,0.9920634920634921,0.12052691281873056,,,research-trial_4730d2e93396554882b92978047485c3
0.14036671457035318,1.1699852465787814,0.49512080279395493,0.1507723352120361,0,candidate_ca44daa26d7256328c9077f55894a71f,0,1,True,2018-01-31T14:30:00+00:00,630,2017-08-02T13:30:00+00:00,504,126,d01d5032efe2698b18decbdbdb03686c71e4835ad3be6c583964a9d8f0f170d4,-0.08311535100768057,1000,100,38,53486.599574,walk-forward-fold_3556d4dfcfb25e899d2f147d6fd56b91,adjusted_close_total_return_proxy,0.50,-0.01037718536369813,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_bd953da96dc55e5db18ea1222809ad1a,base,250,validation,SPY,0.9920634920634921,0.06765698420435552,,,research-trial_977f9cc292e958a7967a08f3aa2ed195
0.2173049043395822,1.584483243332897,0.7431274017968683,0.1507723352120361,0,candidate_a39f1a861b88594f8ef76a388a0b0c3a,0,1,True,2018-01-31T14:30:00+00:00,630,2017-08-02T13:30:00+00:00,504,126,9ccfc845822f8e70b811d97f3a496abff2368dbccfbeeb30ec3033fa2d2d3545,-0.04780114111533679,1000,100,27,27700.421198,walk-forward-fold_3556d4dfcfb25e899d2f147d6fd56b91,adjusted_close_total_return_proxy,0.75,-0.01558481024823003,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_1acd9693c2615fa39850d7eb0c05a6cb,base,250,validation,SPY,0.9920634920634921,0.10297119409669929,,,research-trial_e14b47e7c33b576983ff1248e07b920a
0.25649071784433364,1.6655092925552781,0.8615030244117677,0.1507723352120361,0,candidate_3c7451bbb3fd5ea195749dd660d0937c,0,1,True,2018-01-31T14:30:00+00:00,630,2017-08-02T13:30:00+00:00,504,126,5489593b2ed9746a04badc328beef456cd1f3f8c1cac775ad58858d40320176b,-0.030245422393305525,1000,100,2,13669.593412,walk-forward-fold_3556d4dfcfb25e899d2f147d6fd56b91,adjusted_close_total_return_proxy,0.95,-0.01797668071381052,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_eba63224035a53838731b5b6e900cd8e,base,250,validation,SPY,0.9920634920634921,0.12052691281873056,,,research-trial_156689c317d35562b2e4fa03d6071244
-0.06073637090728647,3.3471714582372307,0.3283597730277687,0.005934564425883921,0,candidate_dd1de7af636e5779b90784d14ac5fe6b,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,063b1e4eec72fe494c0518b9674da29e435462d1eea641c887be40df0d384536,-0.03650190013119642,1000,20,43,48635.348949,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.50,-0.0506906502488477,False,True,1,0,0.0,qtpro-walk-forward-v1,,False,1,run_36736c0f7c695eb7b249e34144a09389,base,100,validation,SPY,0.6587301587301587,-0.0305673357053125,-4156.932532,0.0,research-trial_bebe3d7a42e458c7a34fe22dc209dccf
-0.0913556030920137,4.816495037710375,0.4929804958295478,0.005934564425883921,0,candidate_212a7fef926f517b920fe03e5bdadac4,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,fd411dba2defeda63a9cbaacf214f38d43b01f15c83304617d0c6edb87b6fd90,-0.05229029128291517,1000,20,39,24025.991035,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.75,-0.07580052793500007,False,True,1,0,0.0,qtpro-walk-forward-v1,,False,1,run_791ce3c5911650079ff06e2cc00eecd8,base,100,validation,SPY,0.6587301587301587,-0.04635572685703125,-6239.048464,0.0,research-trial_7fc9b86b4b98533587c04cdd81dde03f
-0.10577586198889244,5.284331197668881,0.569995455541494,0.005934564425883921,0,candidate_7ab8b4f6c4505b8ab276ac0911d0d2a2,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,2e74355f421c3a6997da702985dc6b4135a3e25dd8e887529815d148428ad3d6,-0.05981885279932142,1000,20,6,12600.455440,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.95,-0.08749342777773444,False,True,1,0,0.0,qtpro-walk-forward-v1,,False,1,run_bf0313aa3b345133a4ca9f1386c0e5b4,base,100,validation,SPY,0.6587301587301587,-0.0538842883734375,-7219.292300,0.0,research-trial_e637e03dfb57552e98661f7da1b38da2
0.00580324138810086,1.4610002861282863,0.49471875197892756,0.005934564425883921,0,candidate_bc9688cf68b454bcb79b111aeab768ad,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,db788377222201a3f3308f8d5bc26c0ab53e3d74bbc43124cf65cfd5ab09b5dc,-0.0030635625201026707,1000,20,64,50294.022798,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.50,-0.04028375418328125,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_0ede9ef78a3a54cdaf0a29a9e7c25c04,base,200,validation,SPY,0.9920634920634921,0.00287100190578125,,,research-trial_4a74cb94f3e2524aae3e6e92c3f580a5
0.006588822416305026,1.90954642654014,0.742700978803006,0.005934564425883921,0,candidate_23051262df965c9990e209bb865b7e77,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,702a3aeb6eafb1db7f3f35bb2a01b46a31c6fcb1b05800befd702881ae0f6b1d,-0.002675559807212046,1000,20,59,25336.284373,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.75,-0.06025647812968757,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_b45ccb088e7c56f3a0eac098dd8c1053,base,200,validation,SPY,0.9920634920634921,0.003259004618671875,,,research-trial_e17fc9bd31ce552b9a3d3aa0b84ebbbf
0.005992273683791426,1.8035581536040817,0.8598803573648052,0.005934564425883921,0,candidate_51fad8b21e4d5b19b66697a01a607593,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,c865ff0730b4864c09b650f19569d84942cdf68f508a4b3a27a505414d9bf538,-0.0029701844825245458,1000,20,4,12948.982550,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.95,-0.06977847070361336,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_183c609b5091593985dd63fe32ac6f49,base,200,validation,SPY,0.9920634920634921,0.002964379943359375,,,research-trial_c902de7a96b152ff93cd44395226dd32
0.00580324138810086,1.4610002861282863,0.49471875197892756,0.005934564425883921,0,candidate_76127b215ab05cde817ba94e33365d48,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,1a513d4cc13f3b4fa2c416fdff312e135f1d008c84bc746de922c637e6876b06,-0.0030635625201026707,1000,20,64,50294.022798,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.50,-0.04028375418328125,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_1b8bd83675e25bf29b99005279b7daba,base,250,validation,SPY,0.9920634920634921,0.00287100190578125,,,research-trial_5092ea91dde45436a993d527907b92c2
0.006588822416305026,1.90954642654014,0.742700978803006,0.005934564425883921,0,candidate_13f2a69aad0158aeac6ad36a7d3c831e,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,c3e479504c1dd92cb146b05aadb4887dbc882f68b9de854f36e09c4b09d8a476,-0.002675559807212046,1000,20,59,25336.284373,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.75,-0.06025647812968757,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_91302dbabd335922a0f7ad47159d9999,base,250,validation,SPY,0.9920634920634921,0.003259004618671875,,,research-trial_28290f633397504d9b42b8fbff31da71
0.005992273683791426,1.8035581536040817,0.8598803573648052,0.005934564425883921,0,candidate_cad09ae55eec573bab0f1b6159a69f7d,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,ea98ec35b76985e27ef3135da10706134ac1decc3cd6b071420652dabc3d65a6,-0.0029701844825245458,1000,20,4,12948.982550,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.95,-0.06977847070361336,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_f6975ea807275fab916e91a4126ea72d,base,250,validation,SPY,0.9920634920634921,0.002964379943359375,,,research-trial_74b4e48cc88c5f74ba196a547dc42791
-0.03555531956435002,3.4104862057236303,0.304651660896325,0.005934564425883921,0,candidate_cdc121fc1664525d828a67fc4d53110b,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,16b4ae0ff3b2f96e9c5721dae084aec284850464280841e85a623487137f7ea2,-0.023711235384165173,1000,50,52,49352.695453,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.50,-0.04028375418328125,False,True,1,0,0.0,qtpro-walk-forward-v1,,False,1,run_086769a6e9cf56819f26ecafbdfb2b2a,base,100,validation,SPY,0.6111111111111112,-0.01777667095828125,-2580.475185,0.0,research-trial_d86ae24192be548fb7642c85da96ac53
-0.05459739553291911,4.857287529192761,0.4573744641142676,0.005934564425883921,0,candidate_bf2bb2c137c15a939b1e618b1df8e10e,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,beb4c095ac95e7279927145ca0de22c68ef1c9ee7cebdd6638b3a79d611bc1e5,-0.03336782810533705,1000,50,45,24513.937426,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.75,-0.06025647812968757,False,True,1,0,0.0,qtpro-walk-forward-v1,,False,1,run_ed1f6ca6d5f45d069ef52ce44595bf22,base,100,validation,SPY,0.6111111111111112,-0.027433263679453125,-3921.858413,0.0,research-trial_00f7c3566af953bb8f3704fbc1236414
-0.06390329332599232,5.306491295105876,0.5289117615977761,0.005934564425883921,0,candidate_db6f52ad8c5b5b1b847450927bddea97,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,3954be2338b7804fadfb04588015f06690b47c8851235fa633dcf31bd59a1b81,-0.03812271991471205,1000,50,6,12804.048831,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.95,-0.06977847070361336,False,True,1,0,0.0,qtpro-walk-forward-v1,,False,1,run_49ab21ae4a635efd8b83b019061df354,base,100,validation,SPY,0.6111111111111112,-0.03218815548882813,-4573.208512,0.0,research-trial_148f3d9b894f5eb0a2b49bcb4715a8fc
0.00580324138810086,1.4610002861282863,0.49471875197892756,0.005934564425883921,0,candidate_4a329a6880be54ca9d930e411264a697,126,1,True,2018-08-01T13:30:00+00:00,756,2018-02-01T14:30:00+00:00,630,126,5a5b76b10687c94d5f1c79c84b9706eb9dbde02f10301225b6634c17e18d19c9,-0.0030635625201026707,1000,50,64,50294.022798,walk-forward-fold_2a72e1bb63e95816b6710ad65ce4ea42,adjusted_close_total_return_proxy,0.50,-0.04028375418328125,False,True,1,0,,qtpro-walk-forward-v1,,False,0,run_0a6eace68918561d937fb41c13341f7e,base,200,validation,SPY,0.9920634920634921,0.00287100190578125,,,research-trial_9250e5c5667b536d834713cac4bfcb4a
